1654439,-1174684,3046109,464904
2307939,-714746,2886081,117146
3522,3018,1
3529,3019,1
3533,3019,1
3536,3018,1
3539,3019,1
3541,3019,1
3542,3020,1
3544,3020,1
3545,3020,1
3546,3021,1
3548,3022,1
3551,3022,2
3555,3022,1
3555,3061,1
3556,3061,1
3557,3020,1
3559,3020,1
3560,3020,1
3561,3064,1
3568,3073,1
3568,3075,1
3569,3070,1
3571,3078,1
3573,3023,1
3574,3078,1
3577,3024,1
3578,3023,1
3579,3023,1
3582,3022,1
3585,3022,1
3590,3024,1
3592,3077,1
3594,3024,1
3595,3077,1
3598,3025,1
3605,3027,1
3611,3077,1
3615,3030,1
3618,3077,1
3623,3063,1
3624,3030,1
3626,3029,1
3626,3134,1
3627,3004,1
3627,3029,1
3627,3063,1
3629,3004,1
3629,3076,1
3630,3027,1
3630,3063,1
3632,3027,1
3634,3027,1
3637,3005,1
3638,3027,1
3638,3060,1
3639,3063,1
3639,3069,1
3639,3070,1
3639,3140,1
3639,3152,1
3639,3213,1
3640,2997,1
3640,3012,1
3640,3027,1
3640,3074,1
3640,3214,1
3642,3052,1
3642,3060,1
3642,3070,3
3643,3026,1
3643,3060,1
3643,3063,1
3643,3071,1
3643,3154,1
3644,3064,1
3644,3071,2
3644,3217,1
3645,3000,1
3645,3006,1
3646,3001,2
3646,3014,1
3646,3015,1
3646,3031,1
3646,3072,1
3646,3073,1
3646,3218,1
3647,3002,1
3647,3015,1
3647,3053,1
3647,3154,1
3648,3003,1
3648,3072,2
3648,3219,1
3649,3017,1
3649,3032,1
3649,3073,1
3650,3018,1
3650,3060,1
3650,3073,2
3650,3220,1
3650,3221,1
3651,3052,1
3651,3061,2
3651,3073,1
3651,3074,2
3651,3146,1
3652,3007,2
3652,3051,1
3652,3074,1
3652,3156,1
3653,3050,1
3653,3061,1
3653,3065,1
3653,3074,1
3653,3222,1
3654,3065,2
3654,3074,1
3655,3007,1
3655,3032,1
3655,3074,1
3656,3011,1
3656,3020,2
3656,3048,1
3656,3066,1
3656,3158,1
3657,3047,1
3657,3061,1
3657,3075,1
3658,3013,1
3658,3020,1
3658,3061,1
3658,3075,1
3659,3014,1
3659,3066,1
3659,3150,1
3660,3015,1
3661,3027,1
3661,3034,1
3661,3047,1
3661,3061,1
3661,3228,1
3662,3020,1
3663,3008,1
3663,3072,1
3664,3047,1
3664,3075,1
3664,3153,1
3665,3230,2
3666,3027,1
3667,3020,1
3667,3065,1
3669,3020,1
3669,3162,1
3670,3016,1
3670,3035,1
3670,3062,1
3670,3065,1
3670,3224,1
3671,3062,1
3672,3008,1
3673,3027,1
3673,3235,1
3674,3008,1
3674,3027,1
3674,3065,1
3675,3008,1
3675,3036,1
3677,3076,1
3677,3159,1
3677,3164,1
3677,3238,1
3678,3009,1
3678,3017,1
3678,3049,1
3678,3238,1
3679,3062,1
3679,3076,1
3680,3037,1
3680,3076,1
3681,3017,1
3681,3020,1
3681,3070,1
3682,3062,1
3682,3066,1
3682,3076,1
3682,3164,1
3683,3066,1
3683,3076,2
3685,3163,1
3686,3017,1
3686,3069,1
3686,3163,1
3686,3243,1
3687,3011,1
3687,3163,1
3688,3039,1
3688,3067,1
3690,3012,1
3690,3076,1
3691,3012,1
3691,3062,1
3691,3165,1
3691,3246,1
3692,3017,1
3692,3021,1
3692,3051,1
3692,3062,1
3694,3021,1
3694,3022,1
3694,3027,1
3694,3163,1
3695,3018,1
3695,3022,1
3695,3027,1
3695,3067,1
3696,3027,1
3696,3248,1
3697,3067,1
3698,3012,1
3698,3025,1
3698,3062,1
3699,3012,1
3699,3070,1
3701,3020,1
3701,3027,1
3701,3041,1
3701,3245,1
3703,3076,1
3704,3030,1
3704,3251,1
3705,3042,1
3705,3052,1
3705,3171,1
3706,3021,1
3707,3027,1
3707,3253,1
3708,3022,3
3708,3043,1
3708,3066,1
3709,3014,2
3709,3027,1
3709,3062,2
3709,3066,1
3711,3254,2
3712,3023,1
3712,3032,1
3712,3076,1
3713,3023,1
3713,3024,1
3713,3026,1
3713,3053,1
3713,3061,1
3713,3257,1
3714,3017,1
3714,3033,1
3714,3044,1
3714,3061,1
3714,3076,1
3715,3024,2
3715,3076,1
3716,3076,1
3716,3261,1
3717,3023,1
3717,3025,1
3717,3060,1
3717,3071,1
3717,3262,1
3718,3025,1
3718,3067,1
3719,3020,2
3719,3022,1
3719,3054,1
3719,3059,1
3719,3071,1
3719,3177,1
3720,3033,1
3720,3266,1
3721,3058,1
3722,3021,1
3722,3033,1
3722,3072,1
3722,3076,1
3724,3021,1
3724,3022,1
3724,3058,1
3725,3028,1
3725,3046,1
3726,3034,1
3726,3076,1
3727,3019,2
3727,3046,1
3728,3019,1
3728,3034,1
3728,3058,1
3728,3270,1
3729,3025,1
3729,3030,3
3729,3076,1
3730,3025,1
3730,3030,1
3731,3031,1
3731,3056,1
3731,3072,1
3731,3171,1
3732,3032,1
3732,3056,1
3732,3076,1
3732,3265,1
3733,3033,1
3734,3067,1
3734,3072,1
3734,3076,1
3734,3183,1
3734,3265,1
3735,3037,1
3735,3056,1
3735,3058,1
3735,3076,5
3735,3184,1
3735,3274,1
3736,3048,1
3736,3076,6
3736,3077,5
3737,3017,1
3737,3076,4
3738,3048,1
3738,3057,1
3738,3067,3
3738,3276,1
3739,3029,1
3739,3076,1
3740,3016,1
3740,3060,1
3740,3067,1
3741,3277,2
3742,3059,1
3743,3036,1
3743,3041,1
3743,3061,2
3743,3266,1
3743,3278,1
3745,3059,1
3745,3067,1
3746,3032,1
3746,3037,1
3746,3067,1
3747,3059,1
3747,3067,1
3748,3037,1
3748,3050,1
3748,3059,1
3749,3038,1
3749,3043,1
3750,3051,1
3750,3077,1
3750,3175,1
3750,3190,1
3751,3059,1
3752,3039,2
3752,3072,1
3752,3280,1
3753,3077,2
3754,3011,1
3754,3077,1
3754,3191,1
3755,3036,1
3755,3077,1
3756,3059,1
3757,3036,1
3757,3042,2
3757,3063,1
3758,3052,1
3758,3077,2
3759,3011,1
3759,3076,3
3760,3075,1
3761,3047,1
3761,3074,2
3761,3075,2
3762,3047,1
3762,3074,3
3762,3282,1
3763,3053,1
3763,3282,1
3764,3074,1
3765,3074,1
3765,3195,1
3766,3011,1
3766,3074,1
3767,3059,1
3768,3283,1
3769,3046,1
3769,3054,1
3769,3284,1
3770,3042,2
3770,3059,1
3770,3065,1
3770,3073,1
3772,3047,1
3772,3055,1
3772,3285,1
3773,3051,1
3774,3044,1
3775,3068,1
3775,3075,1
3776,3010,1
3777,3060,1
3777,3068,1
3777,3075,1
3777,3225,1
3777,3243,1
3777,3244,3
3777,3245,2
3777,3246,2
3777,3247,2
3777,3288,1
3777,3420,2
3778,3075,1
3778,3243,1
3778,3247,2
3778,3248,1
3778,3420,3
3779,3050,1
3779,3066,1
3779,3075,1
3779,3242,2
3779,3248,1
3779,3289,1
3779,3420,1
3780,3200,1
3780,3242,1
3780,3248,1
3780,3420,1
3781,3046,1
3781,3242,1
3781,3249,1
3781,3291,1
3781,3292,1
3781,3420,1
3782,3076,3
3782,3241,1
3782,3249,1
3782,3292,1
3782,3420,1
3783,3050,3
3783,3051,1
3783,3056,1
3783,3076,2
3783,3077,1
3783,3241,1
3783,3267,1
3783,3294,1
3783,3420,1
3783,3421,1
3784,3068,1
3784,3077,3
3784,3245,38
3784,3249,1
3784,3297,1
3784,3421,1
3785,3054,1
3785,3055,1
3785,3078,3
3785,3241,1
3785,3245,5
3785,3267,1
3785,3297,1
3785,3421,1
3786,3066,1
3786,3069,1
3786,3183,1
3786,3241,1
3786,3249,1
3786,3297,1
3786,3421,1
3787,3009,1
3787,3047,1
3787,3052,1
3787,3060,1
3787,3069,1
3787,3074,1
3787,3078,2
3787,3241,1
3787,3249,1
3787,3421,1
3788,3078,1
3788,3242,1
3788,3268,1
3788,3298,1
3789,3058,1
3789,3242,2
3789,3248,2
3789,3421,1
3790,3053,1
3790,3070,1
3790,3079,1
3790,3243,2
3790,3247,1
3790,3248,2
3790,3421,1
3791,3052,1
3791,3059,1
3791,3079,1
3791,3243,1
3791,3244,2
3791,3245,3
3791,3246,3
3791,3247,2
3791,3297,1
3791,3421,2
3792,3047,1
3792,3079,1
3792,3421,1
3793,3053,2
3793,3056,1
3793,3061,1
3793,3064,1
3793,3421,1
3794,2898,1
3794,2903,1
3794,2907,2
3794,3009,1
3794,3056,1
3794,3421,2
3795,2912,1
3795,2917,1
3795,3009,1
3795,3048,1
3795,3056,1
3795,3057,1
3795,3298,1
3795,3421,1
3796,2892,1
3796,3205,1
3796,3421,1
3797,3054,1
3798,2885,1
3798,2922,1
3798,3048,1
3798,3057,2
3798,3061,1
3798,3062,1
3798,3063,1
3798,3072,2
3798,3074,1
3799,2879,1
3799,3072,3
3799,3297,1
3800,3061,2
3800,3062,1
3800,3072,2
3800,3421,2
3801,2869,1
3801,2872,1
3801,3054,1
3801,3207,1
3801,3421,3
3802,2928,1
3802,3061,1
3802,3081,1
3802,3421,4
3803,2864,1
3803,3054,1
3803,3057,1
3803,3073,1
3803,3298,1
3803,3421,1
3804,2858,1
3804,3058,1
3804,3064,1
3804,3082,3
3804,3210,1
3804,3211,1
3804,3421,1
3805,2853,1
3805,2933,1
3805,3074,1
3805,3075,1
3805,3210,1
3805,3211,2
3805,3422,1
3806,2848,1
3806,2913,1
3806,3065,1
3806,3075,1
3806,3082,1
3806,3213,2
3806,3422,2
3807,2908,1
3807,3422,3
3808,2904,1
3808,2938,1
3808,3049,1
3808,3063,1
3808,3079,1
3808,3298,1
3808,3422,1
3809,2899,1
3809,2917,1
3809,3054,1
3809,3075,1
3809,3082,1
3809,3422,1
3810,2835,1
3810,2844,1
3810,2895,1
3810,3008,1
3810,3049,1
3810,3067,1
3810,3075,1
3810,3186,1
3810,3298,7
3810,3422,1
3811,2842,2
3811,2891,1
3811,2920,1
3811,2940,1
3811,3058,1
3811,3073,2
3811,3298,2
3812,2829,1
3812,3064,1
3812,3071,1
3812,3081,1
3812,3298,1
3813,2886,1
3813,3071,1
3813,3220,1
3814,2883,1
